USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23440 13748 ?        Ss   17:48   0:01 /sbin/init splash
dam         4083  0.0  0.0 392064  9088 ?        Sl   17:49   0:00 /usr/libexec/goa-identity-service
dam         4089  0.0  0.0 312668  6656 ?        Ssl  17:49   0:00 /usr/libexec/gvfs-mtp-volume-monitor
dam         4095  0.0  0.0 392152  7808 ?        Ssl  17:49   0:00 /usr/libexec/gvfs-afc-volume-monitor
dam         4102  0.0  0.1 545316 40520 ?        Sl   17:49   0:00 cinnamon-launcher
dam         4106  2.8  0.8 5422556 275188 ?      Sl   17:49   2:44 cinnamon --replace
dam         4139  0.0  0.0 379080 25088 ?        Sl   17:49   0:00 /usr/lib/x86_64-linux-gnu/xapps/xapp-sn-watcher
dam         4163  0.0  0.0 313040  6400 ?        Sl   17:49   0:00 /usr/libexec/geoclue-2.0/demos/agent
dam         4174  0.0  0.0   9812  7808 ?        S    17:49   0:00 socat -T 60 openssl-connect:server:789,cafile=/etc/epoptes/server.crt,openssl-no-sni,openssl-commonname="",interval=60,forever EXEC:bash -c \"exec -a epoptes-client sh\"
dam         4179  0.0  0.2 1187456 68148 ?       Sl   17:49   0:00 /usr/bin/nemo-desktop
dam         4189  0.0  0.1 824168 63156 ?        Sl   17:49   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
dam         4190  0.0  0.1 395672 38396 ?        Sl   17:49   0:00 cinnamon-killer-daemon
dam         4191  0.0  0.1 557072 54884 ?        Sl   17:49   0:00 /usr/bin/python3 /usr/bin/blueman-applet
dam         4201  0.0  0.0   2800  1792 ?        S    17:49   0:00 epoptes-client
dam         4307  0.0  0.0  49072  8192 ?        Ss   17:49   0:00 /usr/libexec/bluetooth/obexd
dam         4311  0.0  0.1 1275720 43008 ?       Ssl  17:49   0:00 /usr/libexec/evolution-source-registry
dam         4327  0.0  0.0 893824 23936 ?        Ssl  17:49   0:00 /usr/libexec/evolution-calendar-factory
dam         4342  0.0  0.0 754664 30208 ?        Ssl  17:49   0:00 /usr/libexec/evolution-addressbook-factory
dam         4371  0.0  0.0 538676  8576 ?        Sl   17:49   0:00 /usr/libexec/gvfsd-trash --spawner :1.33 /org/gtk/gvfs/exec_spaw/0
dam         4383  0.0  0.0 239424  6656 ?        Ssl  17:49   0:00 /usr/libexec/gvfsd-metadata
dam         4452  0.0  0.0 845356 17532 ?        Ssl  17:49   0:00 /usr/libexec/xdg-desktop-portal
dam         4457  0.0  0.0 613212  7552 ?        Ssl  17:49   0:00 /usr/libexec/xdg-document-portal
dam         4461  0.0  0.0 312228  6272 ?        Ssl  17:49   0:00 /usr/libexec/xdg-permission-store
root        4468  0.0  0.0   2704  1920 ?        Ss   17:49   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1001/doc
dam         4473  0.0  0.0 386572  6784 ?        Ssl  17:49   0:00 /usr/libexec/xdg-desktop-portal-xapp
dam         4481  0.0  0.0 454544 27392 ?        Ssl  17:49   0:00 /usr/libexec/xdg-desktop-portal-gtk
dam         4726  0.0  0.2 1050540 95396 ?       Sl   17:49   0:00 mintUpdate
dam         4795  0.0  0.1 549476 45912 ?        Ssl  17:49   0:00 /usr/libexec/gnome-terminal-server
dam         4803  0.0  0.0  18540  9848 pts/0    Ss+  17:49   0:00 bash
dam         5013  0.0  0.1  67204 37068 ?        S    17:49   0:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
dam         5047  0.4  0.1 496300 59684 ?        Sl   17:49   0:24 mintreport-tray
dam         5122  1.3  0.6 1218162424 223664 ?   SLsl 17:50   1:18 /usr/share/code/code .
dam         5131  0.0  0.1 33793296 47872 ?      S    17:50   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
dam         5132  0.0  0.1 33793288 48128 ?      S    17:50   0:00 /usr/share/code/code --type=zygote
dam         5134  0.0  0.0 33793312 12428 ?      S    17:50   0:00 /usr/share/code/code --type=zygote
dam         5154  0.0  0.0 33575960 3328 ?       Sl   17:50   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/dam/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a&iid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a&sid=ffcbaf6f-6ad3-43ae-a094-29f0d95d234a --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.100.2 --annotation=lsb-release=Linux Mint 22.1 --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=34.5.1 --initial-client-fd=42 --shared-client-connection
dam         5171  4.3  0.5 34343328 179620 ?     Sl   17:50   4:09 /usr/share/code/code --type=gpu-process --crashpad-handler-pid=5154 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,10328203642076764398,2347591783242317818,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         5175  0.0  0.2 33909560 72800 ?      Sl   17:50   0:05 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=es --service-sandbox-type=none --crashpad-handler-pid=5154 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10328203642076764398,2347591783242317818,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         5257  0.4  0.4 1217878644 140304 ?   Sl   17:50   0:25 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=5154 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10328203642076764398,2347591783242317818,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         5843  1.2  1.5 3441064 484468 ?      Sl   17:50   1:08 /usr/lib/firefox/firefox --private-window
dam         5848  0.0  0.0  23056  5376 ?        Sl   17:50   0:00 /usr/lib/firefox/crashhelper 5843 9 /tmp/ 10 12
dam         5949  0.0  0.1 229580 42496 ?        Sl   17:50   0:00 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -prefsHandle 0:41880 -prefMapHandle 1:272774 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {56aef6ad-b7ae-4f6d-a90a-8aa465da7ea0} -parentPid 5843 -crashReporter 5 -crashHelperPid 5848 -appDir /usr/lib/firefox/browser 1 socket
dam         5994  0.0  0.4 2524608 132080 ?      Sl   17:50   0:03 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41929 -prefMapHandle 1:272774 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {1ec9dba0-035b-4d5d-9227-4282539c098e} -parentPid 5843 -crashReporter 6 -crashHelperPid 5848 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 2 tab
dam         6000  0.0  0.1 398148 50048 ?        Sl   17:50   0:00 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -prefsHandle 0:41929 -prefMapHandle 1:272774 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {beaf8223-a72b-4eab-bbd6-c97f19454eb1} -parentPid 5843 -crashReporter 5 -crashHelperPid 5848 -appDir /usr/lib/firefox/browser 3 rdd
dam         6064  0.1  0.6 23904328 203660 ?     Sl   17:50   0:10 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:50780 -prefMapHandle 1:272774 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d24c7277-a000-4667-a6db-61b83dd6665a} -parentPid 5843 -crashReporter 6 -crashHelperPid 5848 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 4 tab
dam         6128  0.0  0.1 228408 39424 ?        Sl   17:50   0:00 /usr/lib/firefox/firefox-bin -contentproc -parentBuildID 20250522210034 -sandboxingKind 0 -prefsHandle 0:50821 -prefMapHandle 1:272774 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {35e6f139-923a-4d59-b8be-8d6b45f252f3} -parentPid 5843 -crashReporter 5 -crashHelperPid 5848 -appDir /usr/lib/firefox/browser 5 utility
dam         6188  0.1  0.6 2741952 205924 ?      Sl   17:50   0:09 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:40997 -prefMapHandle 1:272774 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7ba2fcbb-6ec6-40a9-a290-651fcdf6478b} -parentPid 5843 -crashReporter 6 -crashHelperPid 5848 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 6 tab
dam         6190  0.3  0.5 2622340 191572 ?      Sl   17:50   0:16 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:40997 -prefMapHandle 1:272774 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8390fbbe-0c55-43dd-8fa0-6323b97831a4} -parentPid 5843 -crashReporter 6 -crashHelperPid 5848 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 7 tab
dam         6200  0.0  0.5 2634232 188284 ?      Sl   17:50   0:03 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:40997 -prefMapHandle 1:272774 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {6bf87cea-48c7-4020-ae78-3bfe901e6278} -parentPid 5843 -crashReporter 6 -crashHelperPid 5848 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 8 tab
dam         6319  0.0  0.5 2600416 181948 ?      Sl   17:50   0:03 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41078 -prefMapHandle 1:272774 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {c877d8ea-827a-4909-9c94-01d50839476f} -parentPid 5843 -crashReporter 6 -crashHelperPid 5848 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 9 tab
dam         7114  0.1  0.3 1217912096 114984 ?   Sl   17:51   0:09 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=5154 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10328203642076764398,2347591783242317818,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam         9572  0.0  0.0 1995996 27776 ?       Sl   17:53   0:00 docker events --format {{json .}} --filter event=create --filter event=destroy --filter event=die --filter event=health-status --filter event=kill --filter event=pause --filter event=rename --filter event=resize --filter event=restart --filter event=start --filter event=stop --filter event=unpause --filter event=update --filter event=exec_create
dam         9622  0.0  0.0 1996508 28020 ?       Sl   17:53   0:00 docker events --format {{json .}} --filter event=destroy --filter event=die --filter event=kill --filter event=create --filter event=rename --filter event=resize --filter event=restart --filter event=start --filter event=stop --filter event=unpause --filter event=prune
dam        10986  0.0  0.0 465324  8832 ?        Sl   17:54   0:00 /usr/libexec/gvfsd-network --spawner :1.33 /org/gtk/gvfs/exec_spaw/1
root       10997  0.0  0.0      0     0 ?        I    17:54   0:00 [kworker/2:0-events]
dam        11005  0.0  0.0 393512  9216 ?        Sl   17:54   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.33 /org/gtk/gvfs/exec_spaw/3
root       12788  0.0  0.0      0     0 ?        I    17:55   0:00 [kworker/3:0-events]
dam        13233  6.7  1.2 1221416036 393096 ?   Sl   17:55   5:59 /usr/share/code/code --type=renderer --crashpad-handler-pid=5154 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --js-flags=--nodecommit_pooled_pages --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=es --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1761673683781772 --launch-time-ticks=463634429 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10328203642076764398,2347591783242317818,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:0e9595a3-3082-480d-bc88-9aa395b06e12
dam        13288  1.7  1.4 1217881632 476276 ?   Sl   17:55   1:31 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=5154 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10328203642076764398,2347591783242317818,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        13298  0.0  0.3 1217895396 104060 ?   Sl   17:55   0:02 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=5154 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10328203642076764398,2347591783242317818,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
root       13328  0.0  0.0      0     0 ?        I    17:55   0:00 [kworker/1:1-events]
dam        13330  0.0  0.0  18532  9720 pts/2    Ss+  17:55   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
dam        13688  0.0  0.2 1216097656 90044 ?    Sl   17:55   0:00 /usr/share/code/code /home/dam/.vscode/extensions/mtxr.sqltools-0.28.5/dist/languageserver.js --node-ipc --clientProcessId=13288
dam        13772  0.0  0.2 1216097572 84248 ?    Sl   17:55   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=13288
dam        13783  3.6  5.3 9436944 1714372 ?     Sl   17:55   3:14 /home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/jre/21.0.8-linux-x86_64/bin/java --add-modules=ALL-SYSTEM --add-opens java.base/java.util=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/sun.nio.fs=ALL-UNNAMED -Declipse.application=org.eclipse.jdt.ls.core.id1 -Dosgi.bundles.defaultStartLevel=4 -Declipse.product=org.eclipse.jdt.ls.core.product -Djava.import.generatesMetadataFilesAtProjectRoot=false -DDetectVMInstallationsJob.disabled=true -Dfile.encoding=utf8 -XX:+UseParallelGC -XX:GCTimeRatio=4 -XX:AdaptiveSizePolicyWeight=90 -Dsun.zip.disableMemoryMapping=true -Xmx2G -Xms100m -Xlog:disable -javaagent:/home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/lombok/lombok-1.18.39-4050.jar -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/dam/.config/Code/User/workspaceStorage/4c2d7160687a90bc4624fa74c0e296cd/redhat.java -Daether.dependencyCollector.impl=bf -jar /home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/server/plugins/org.eclipse.equinox.launcher_1.7.0.v20250519-0528.jar -configuration /home/dam/.config/Code/User/globalStorage/redhat.java/1.46.0/config_linux -data /home/dam/.config/Code/User/workspaceStorage/4c2d7160687a90bc4624fa74c0e296cd/redhat.java/jdt_ws --pipe=/run/user/1001/lsp-dfa21bb2106d5d4a967b60d369f27920.sock
root       25657  0.0  0.0      0     0 ?        I<   18:05   0:00 [kworker/u68:1-ttm]
dam        30990  0.0  0.0  18408  9592 pts/3    Ss+  18:11   0:00 bash
root       31001  0.0  0.0      0     0 ?        I    18:11   0:00 [kworker/6:0-events]
root       32642  0.0  0.0      0     0 ?        I    18:12   0:00 [kworker/u66:1-events_power_efficient]
root       35030  0.0  0.0      0     0 ?        I    18:14   0:00 [kworker/5:1-events]
dam        37280  8.1  0.9 1219684212 312140 ?   Sl   18:15   5:40 /usr/share/code/code --type=renderer --crashpad-handler-pid=5154 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --js-flags=--nodecommit_pooled_pages --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=es --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=23 --time-ticks-at-unix-epoch=-1761673683781772 --launch-time-ticks=1642289861 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10328203642076764398,2347591783242317818,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:e10428ac-4ac6-4331-8abf-197447ec0ca9
root       37293  0.0  0.0      0     0 ?        I<   18:15   0:00 [kworker/u69:11-ttm]
dam        37343  0.0  0.3 1217895396 105660 ?   Sl   18:15   0:02 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --crashpad-handler-pid=5154 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10328203642076764398,2347591783242317818,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        37355  2.5  1.5 1217881632 484440 ?   Sl   18:15   1:44 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=es --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=5154 --enable-crash-reporter=5cc31211-7a24-4340-a84b-f5c0e9b9b4e5,no_channel --user-data-dir=/home/dam/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10328203642076764398,2347591783242317818,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
dam        37517  0.0  0.2 1216097656 90440 ?    Sl   18:15   0:00 /usr/share/code/code /home/dam/.vscode/extensions/mtxr.sqltools-0.28.5/dist/languageserver.js --node-ipc --clientProcessId=37355
dam        37575  0.0  0.2 1216097572 79480 ?    Sl   18:15   0:00 /usr/share/code/code /usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=37355
dam        37778  6.1  3.8 9838456 1229396 ?     Sl   18:15   4:13 /home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/jre/21.0.8-linux-x86_64/bin/java --add-modules=ALL-SYSTEM --add-opens java.base/java.util=ALL-UNNAMED --add-opens java.base/java.lang=ALL-UNNAMED --add-opens java.base/sun.nio.fs=ALL-UNNAMED -Declipse.application=org.eclipse.jdt.ls.core.id1 -Dosgi.bundles.defaultStartLevel=4 -Declipse.product=org.eclipse.jdt.ls.core.product -Djava.import.generatesMetadataFilesAtProjectRoot=false -DDetectVMInstallationsJob.disabled=true -Dfile.encoding=utf8 -XX:+UseParallelGC -XX:GCTimeRatio=4 -XX:AdaptiveSizePolicyWeight=90 -Dsun.zip.disableMemoryMapping=true -Xmx2G -Xms100m -Xlog:disable -javaagent:/home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/lombok/lombok-1.18.39-4050.jar -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/home/dam/.config/Code/User/workspaceStorage/c502d73b04f16edb279571dd179a34b0/redhat.java -Daether.dependencyCollector.impl=bf -jar /home/dam/.vscode/extensions/redhat.java-1.46.0-linux-x64/server/plugins/org.eclipse.equinox.launcher_1.7.0.v20250519-0528.jar -configuration /home/dam/.config/Code/User/globalStorage/redhat.java/1.46.0/config_linux -data /home/dam/.config/Code/User/workspaceStorage/c502d73b04f16edb279571dd179a34b0/redhat.java/jdt_ws --pipe=/run/user/1001/lsp-18935285ee76f122f8eea27dde184be4.sock
dam        47217  0.1  0.6 2768300 211892 ?      Sl   18:22   0:04 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41179 -prefMapHandle 1:272774 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {0e0fce73-1daa-417b-baf4-5339aff45f78} -parentPid 5843 -crashReporter 6 -crashHelperPid 5848 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 11 tab
dam        47257  0.0  0.2 2436516 76948 ?       Sl   18:22   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41179 -prefMapHandle 1:272774 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b6b06df7-06cd-46da-819e-e08f5bdf12f7} -parentPid 5843 -crashReporter 6 -crashHelperPid 5848 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 12 tab
root       48259  0.0  0.0      0     0 ?        I    18:23   0:00 [kworker/8:0-mm_percpu_wq]
root       48591  0.0  0.0      0     0 ?        I    18:23   0:00 [kworker/3:1-rcu_par_gp]
root       48597  0.0  0.1 603464 44328 ?        Ssl  18:23   0:01 /usr/libexec/fwupd/fwupd
root       48598  0.0  0.0      0     0 ?        I    18:23   0:00 [kworker/9:2-events]
root       48702  0.0  0.0      0     0 ?        I    18:24   0:00 [kworker/7:2-cgroup_destroy]
root       48942  0.0  0.0      0     0 ?        I    18:24   0:00 [kworker/6:1]
root       48946  0.0  0.0      0     0 ?        I    18:24   0:00 [kworker/2:1]
dam        52402  0.0  0.2 2437560 77788 ?       Sl   18:26   0:00 /usr/lib/firefox/firefox-bin -contentproc -isForBrowser -prefsHandle 0:41179 -prefMapHandle 1:272774 -jsInitHandle 2:245828 -parentBuildID 20250522210034 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {859033bb-40ab-4a49-9340-586139e34584} -parentPid 5843 -crashReporter 6 -crashHelperPid 5848 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 13 tab
root       52520  0.0  0.0      0     0 ?        I    18:26   0:00 [kworker/0:0-events]
